From,To,Distance
Location4,Location9,102.0
Location4,Location10,96.0
Location4,Location11,144.0
Location4,Location12,69.0
Location4,Location13,116.0
Location4,Location14,152.0
Location4,Location15,65.0
Location4,Location16,37.0
Location4,Location17,40.0
Location4,Location18,65.0
Location4,Location19,58.0
Location4,Location20,49.0
Location4,Location21,130.0
Location4,Location22,170.0
Location4,Location23,121.0
Location4,Location24,131.0
Location4,Location25,150.0
Location4,Location26,167.0
Location4,Location27,125.0
Location4,Location28,85.0
Location4,Location29,65.0
Location4,Location30,57.0
Location4,Location31,94.0
Location4,Location32,147.0
Location4,Location33,166.0
Location4,Location34,86.0
Location4,Location35,168.0
Location4,Location36,73.0
Location4,Location37,189.0
Location4,Location38,89.0
Location4,Location39,46.0
Location5,Location1,106.0
Location5,Location2,120.0
Location5,Location3,63.0
Location5,Location4,79.0
Location5,Location6,33.0
Location5,Location7,80.0
Location5,Location8,64.0
Location5,Location9,67.0
Location5,Location10,87.0
Location5,Location11,135.0
Location5,Location12,100.0
Location5,Location13,147.0
Location5,Location14,208.0
Location5,Location15,130.0
Location5,Location16,116.0
Location5,Location17,119.0
Location5,Location18,144.0
Location5,Location19,137.0
Location5,Location20,128.0
Location5,Location21,209.0
Location5,Location22,226.0
Location5,Location23,200.0
Location5,Location24,189.0
Location5,Location25,208.0
Location5,Location26,195.0
Location5,Location27,153.0
Location5,Location28,164.0
Location5,Location29,144.0
Location5,Location30,136.0
Location5,Location31,122.0
Location5,Location32,175.0
Location5,Location33,144.0
Location5,Location34,107.0
Location5,Location35,146.0
Location5,Location36,51.0
Location5,Location37,268.0
Location5,Location38,93.0
Location5,Location39,83.0
Location6,Location1,109.0
Location6,Location2,135.0
Location6,Location3,161.0
Location6,Location4,174.0
Location6,Location5,142.0
Location6,Location7,47.0
Location6,Location8,34.0
Location6,Location9,34.0
Location6,Location10,54.0
Location6,Location11,102.0
Location6,Location12,67.0
Location6,Location13,114.0
Location6,Location14,175.0
Location6,Location15,97.0
Location6,Location16,97.0
Location6,Location17,96.0
Location6,Location18,128.0
Location6,Location19,135.0
Location6,Location20,131.0
Location6,Location21,198.0
Location6,Location22,193.0
Location6,Location23,203.0
Location6,Location24,213.0
Location6,Location25,232.0
Location6,Location26,249.0
Location6,Location27,207.0
Location6,Location28,167.0
Location6,Location29,147.0
Location6,Location30,139.0
Location6,Location31,176.0
Location6,Location32,229.0
Location6,Location33,222.0
Location6,Location34,204.0
Location6,Location35,224.0
Location6,Location36,148.0
Location6,Location37,235.0
Location6,Location38,60.0
Location6,Location39,175.0
Location7,Location1,157.0
Location7,Location2,171.0
Location7,Location3,114.0
Location7,Location4,130.0
Location7,Location5,95.0
Location7,Location6,60.0
Location7,Location8,40.0
Location7,Location9,94.0
Location7,Location10,114.0
Location7,Location11,162.0
Location7,Location12,127.0
Location7,Location13,174.0
Location7,Location14,235.0
Location7,Location15,157.0
Location7,Location16,157.0
Location7,Location17,156.0
Location7,Location18,188.0
Location7,Location19,188.0
Location7,Location20,179.0
Location7,Location21,258.0
Location7,Location22,253.0
Location7,Location23,251.0
Location7,Location24,239.0
Location7,Location25,258.0
Location7,Location26,245.0
Location7,Location27,203.0
Location7,Location28,215.0
Location7,Location29,195.0
Location7,Location30,187.0
Location7,Location31,172.0
Location7,Location32,207.0
Location7,Location33,175.0
Location7,Location34,157.0
Location7,Location35,177.0
Location7,Location36,101.0
Location7,Location37,295.0
Location7,Location38,120.0
Location7,Location39,133.0
Location8,Location1,143.0
Location8,Location2,169.0
Location8,Location3,132.0
Location8,Location4,148.0
Location8,Location5,113.0
Location8,Location6,34.0
Location8,Location7,31.0
Location8,Location9,68.0
Location8,Location10,88.0
Location8,Location11,133.0
Location8,Location12,101.0
Location8,Location13,148.0
Location8,Location14,209.0
Location8,Location15,131.0
Location8,Location16,131.0
Location8,Location17,130.0
Location8,Location18,162.0
Location8,Location19,169.0
Location8,Location20,165.0
Location8,Location21,232.0
Location8,Location22,227.0
Location8,Location23,237.0
Location8,Location24,247.0
Location8,Location25,266.0
Location8,Location26,263.0
Location8,Location27,221.0
Location8,Location28,201.0
Location8,Location29,181.0
Location8,Location30,173.0
Location8,Location31,190.0
Location8,Location32,225.0
Location8,Location33,193.0
Location8,Location34,175.0
Location8,Location35,195.0
Location8,Location36,119.0
Location8,Location37,269.0
Location8,Location38,94.0
Location8,Location39,151.0
Location9,Location1,75.0
Location9,Location2,101.0
Location9,Location3,157.0
Location9,Location4,140.0
Location9,Location5,176.0
Location9,Location6,34.0
Location9,Location7,81.0
Location9,Location8,68.0
Location9,Location10,20.0
Location9,Location11,68.0
Location9,Location12,33.0
Location9,Location13,80.0
Location9,Location14,141.0
Location9,Location15,63.0
Location9,Location16,63.0
Location9,Location17,62.0
Location9,Location18,94.0
Location9,Location19,101.0
Location9,Location20,97.0
Location9,Location21,164.0
Location9,Location22,159.0
Location9,Location23,169.0
Location9,Location24,179.0
Location9,Location25,198.0
Location9,Location26,215.0
Location9,Location27,173.0
Location9,Location28,133.0
Location9,Location29,113.0
Location9,Location30,105.0
Location9,Location31,142.0
Location9,Location32,195.0
Location9,Location33,224.0
Location9,Location34,175.0
Location9,Location35,216.0
Location9,Location36,168.0
Location9,Location37,201.0
Location9,Location38,26.0
Location9,Location39,141.0
Location10,Location1,95.0
Location10,Location2,121.0
Location10,Location3,177.0
Location10,Location4,160.0
Location10,Location5,196.0
Location10,Location6,54.0
Location10,Location7,101.0
Location10,Location8,88.0
Location10,Location9,20.0
Location10,Location11,48.0
Location10,Location12,53.0
Location10,Location13,100.0
Location10,Location14,158.0
Location10,Location15,83.0
Location10,Location16,83.0
Location10,Location17,82.0
Location10,Location18,114.0
Location10,Location19,121.0
Location10,Location20,117.0
Location10,Location21,184.0
Location10,Location22,179.0
Location10,Location23,189.0
Location10,Location24,199.0
Location10,Location25,218.0
Location10,Location26,235.0
Location10,Location27,193.0
Location10,Location28,153.0
Location10,Location29,133.0
Location10,Location30,125.0
Location10,Location31,162.0
Location10,Location32,215.0
Location10,Location33,244.0
Location10,Location34,195.0
Location10,Location35,236.0
Location10,Location36,188.0
Location10,Location37,221.0
Location10,Location38,46.0
Location10,Location39,161.0
Location11,Location1,79.0
Location11,Location2,105.0
Location11,Location3,161.0
Location11,Location4,144.0
Location11,Location5,181.0
Location11,Location6,91.0
Location11,Location7,138.0
Location11,Location8,125.0
Location11,Location9,57.0
Location11,Location10,37.0
Location11,Location12,37.0
Location11,Location13,53.0
Location11,Location14,114.0
Location11,Location15,67.0
Location11,Location16,67.0
Location11,Location17,66.0
Location11,Location18,98.0
Location11,Location19,105.0
Location11,Location20,101.0
Location11,Location21,137.0
Location11,Location22,132.0
Location11,Location23,149.0
Location11,Location24,183.0
Location11,Location25,202.0
Location11,Location26,219.0
Location11,Location27,177.0
Location11,Location28,137.0
Location11,Location29,117.0
Location11,Location30,109.0
Location11,Location31,146.0
Location11,Location32,199.0
Location11,Location33,228.0
Location11,Location34,179.0
Location11,Location35,220.0
Location11,Location36,172.0
Location11,Location37,174.0
Location11,Location38,57.0
Location11,Location39,145.0
Location12,Location1,42.0
Location12,Location2,68.0
Location12,Location3,124.0
Location12,Location4,107.0
Location12,Location5,144.0
Location12,Location6,67.0
Location12,Location7,114.0
Location12,Location8,101.0
Location12,Location9,33.0
Location12,Location10,27.0
Location12,Location11,75.0
Location12,Location13,47.0
Location12,Location14,108.0
Location12,Location15,30.0
Location12,Location16,30.0
Location12,Location17,29.0
Location12,Location18,61.0
Location12,Location19,68.0
Location12,Location20,64.0
Location12,Location21,131.0
Location12,Location22,126.0
Location12,Location23,136.0
Location12,Location24,146.0
Location12,Location25,165.0
Location12,Location26,182.0
Location12,Location27,140.0
Location12,Location28,100.0
Location12,Location29,80.0
Location12,Location30,72.0
Location12,Location31,109.0
Location12,Location32,162.0
Location12,Location33,191.0
Location12,Location34,142.0
Location12,Location35,183.0
Location12,Location36,135.0
Location12,Location37,168.0
Location12,Location38,20.0
Location12,Location39,108.0
Location13,Location1,83.0
Location13,Location2,109.0
Location13,Location3,165.0
Location13,Location4,148.0
Location13,Location5,185.0
Location13,Location6,108.0
Location13,Location7,155.0
Location13,Location8,142.0
Location13,Location9,74.0
Location13,Location10,68.0
Location13,Location11,88.0
Location13,Location12,41.0
Location13,Location14,61.0
Location13,Location15,71.0
Location13,Location16,71.0
Location13,Location17,70.0
Location13,Location18,102.0
Location13,Location19,109.0
Location13,Location20,105.0
Location13,Location21,84.0
Location13,Location22,79.0
Location13,Location23,96.0
Location13,Location24,144.0
Location13,Location25,163.0
Location13,Location26,190.0
Location13,Location27,175.0
Location13,Location28,141.0
Location13,Location29,121.0
Location13,Location30,113.0
Location13,Location31,150.0
Location13,Location32,203.0
Location13,Location33,232.0
Location13,Location34,183.0
Location13,Location35,224.0
Location13,Location36,176.0
Location13,Location37,121.0
Location13,Location38,61.0
Location13,Location39,149.0
Location14,Location1,204.0
Location14,Location2,230.0
Location14,Location3,286.0
Location14,Location4,269.0
Location14,Location5,306.0
Location14,Location6,216.0
Location14,Location7,255.0
Location14,Location8,237.0
Location14,Location9,182.0
Location14,Location10,162.0
Location14,Location11,125.0
Location14,Location12,162.0
Location14,Location13,123.0
Location14,Location15,192.0
Location14,Location16,192.0
Location14,Location17,191.0
Location14,Location18,223.0
Location14,Location19,230.0
Location14,Location20,226.0
Location14,Location21,144.0
Location14,Location22,139.0
Location14,Location23,156.0
Location14,Location24,184.0
Location14,Location25,165.0
Location14,Location26,230.0
Location14,Location27,215.0
Location14,Location28,249.0
Location14,Location29,242.0
Location14,Location30,234.0
Location14,Location31,251.0
Location14,Location32,282.0
Location14,Location33,332.0
Location14,Location34,297.0
Location14,Location35,325.0
Location14,Location36,297.0
Location14,Location37,113.0
Location14,Location38,182.0
Location14,Location39,270.0
Location15,Location1,38.0
Location15,Location2,64.0
Location15,Location3,120.0
Location15,Location4,103.0
Location15,Location5,140.0
Location15,Location6,88.0
Location15,Location7,135.0
Location15,Location8,122.0
Location15,Location9,63.0
Location15,Location10,57.0
Location15,Location11,105.0
Location15,Location12,30.0
Location15,Location13,77.0
Location15,Location14,87.0
Location15,Location16,28.0
Location15,Location17,25.0
Location15,Location18,31.0
Location15,Location19,38.0
Location15,Location20,47.0
Location15,Location21,110.0
Location15,Location22,105.0
Location15,Location23,122.0
Location15,Location24,142.0
Location15,Location25,161.0
Location15,Location26,178.0
Location15,Location27,136.0
Location15,Location28,96.0
Location15,Location29,76.0
Location15,Location30,68.0
Location15,Location31,105.0
Location15,Location32,158.0
Location15,Location33,187.0
Location15,Location34,138.0
Location15,Location35,179.0
Location15,Location36,131.0
Location15,Location37,147.0
Location15,Location38,50.0
Location15,Location39,104.0
Location16,Location1,151.0
Location16,Location2,177.0
Location16,Location3,221.0
Location16,Location4,216.0
Location16,Location5,202.0
Location16,Location6,60.0
Location16,Location7,107.0
Location16,Location8,94.0
Location16,Location9,76.0
Location16,Location10,96.0
Location16,Location11,144.0
Location16,Location12,109.0
Location16,Location13,156.0
Location16,Location14,217.0
Location16,Location15,139.0
Location16,Location17,138.0
Location16,Location18,170.0
Location16,Location19,177.0
Location16,Location20,173.0
Location16,Location21,240.0
Location16,Location22,235.0
Location16,Location23,245.0
Location16,Location24,255.0
Location16,Location25,274.0
Location16,Location26,291.0
Location16,Location27,249.0
Location16,Location28,209.0
Location16,Location29,189.0
Location16,Location30,181.0
Location16,Location31,218.0
Location16,Location32,271.0
Location16,Location33,282.0
Location16,Location34,251.0
Location16,Location35,284.0
Location16,Location36,208.0
Location16,Location37,277.0
Location16,Location38,102.0
Location16,Location39,217.0
Location17,Location1,13.0
Location17,Location2,39.0
Location17,Location3,95.0
Location17,Location4,78.0
Location17,Location5,115.0
Location17,Location6,87.0
Location17,Location7,134.0
Location17,Location8,121.0
Location17,Location9,62.0
Location17,Location10,56.0
Location17,Location11,104.0
Location17,Location12,29.0
Location17,Location13,76.0
Location17,Location14,112.0
Location17,Location15,25.0
Location17,Location16,27.0
Location17,Location18,32.0
Location17,Location19,39.0
Location17,Location20,35.0
Location17,Location21,116.0
Location17,Location22,130.0
Location17,Location23,107.0
Location17,Location24,117.0
Location17,Location25,136.0
Location17,Location26,153.0
Location17,Location27,111.0
Location17,Location28,71.0
Location17,Location29,51.0
Location17,Location30,43.0
Location17,Location31,80.0
Location17,Location32,133.0
Location17,Location33,162.0
Location17,Location34,113.0
Location17,Location35,154.0
Location17,Location36,106.0
Location17,Location37,172.0
Location17,Location38,49.0
Location17,Location39,79.0
Location18,Location1,38.0
Location18,Location2,48.0
Location18,Location3,104.0
Location18,Location4,87.0
Location18,Location5,124.0
Location18,Location6,119.0
Location18,Location7,166.0
Location18,Location8,153.0
Location18,Location9,94.0
Location18,Location10,88.0
Location18,Location11,136.0
Location18,Location12,61.0
Location18,Location13,108.0
Location18,Location14,118.0
Location18,Location15,31.0
Location18,Location16,59.0
Location18,Location17,32.0
Location18,Location19,7.0
Location18,Location20,16.0
Location18,Location21,123.0
Location18,Location22,136.0
Location18,Location23,114.0
Location18,Location24,124.0
Location18,Location25,143.0
Location18,Location26,160.0
Location18,Location27,118.0
Location18,Location28,78.0
Location18,Location29,58.0
Location18,Location30,50.0
Location18,Location31,87.0
Location18,Location32,140.0
Location18,Location33,169.0
Location18,Location34,120.0
Location18,Location35,161.0
Location18,Location36,115.0
Location18,Location37,178.0
Location18,Location38,81.0
Location18,Location39,88.0
Location19,Location1,31.0
Location19,Location2,41.0
Location19,Location3,97.0
Location19,Location4,80.0
Location19,Location5,117.0
Location19,Location6,115.0
Location19,Location7,162.0
Location19,Location8,149.0
Location19,Location9,90.0
Location19,Location10,84.0
Location19,Location11,132.0
Location19,Location12,57.0
Location19,Location13,104.0
Location19,Location14,114.0
Location19,Location15,27.0
Location19,Location16,55.0
Location19,Location17,28.0
Location19,Location18,7.0
Location19,Location20,9.0
Location19,Location21,116.0
Location19,Location22,132.0
Location19,Location23,107.0
Location19,Location24,117.0
Location19,Location25,136.0
Location19,Location26,153.0
Location19,Location27,111.0
Location19,Location28,71.0
Location19,Location29,51.0
Location19,Location30,43.0
Location19,Location31,80.0
Location19,Location32,133.0
Location19,Location33,162.0
Location19,Location34,113.0
Location19,Location35,154.0
Location19,Location36,108.0
Location19,Location37,174.0
Location19,Location38,77.0
Location19,Location39,81.0
Location20,Location1,22.0
Location20,Location2,32.0
Location20,Location3,88.0
Location20,Location4,71.0
Location20,Location5,108.0
Location20,Location6,122.0
Location20,Location7,169.0
Location20,Location8,156.0
Location20,Location9,97.0
Location20,Location10,91.0
Location20,Location11,139.0
Location20,Location12,64.0
Location20,Location13,111.0
Location20,Location14,123.0
Location20,Location15,36.0
Location20,Location16,62.0
Location20,Location17,35.0
Location20,Location18,16.0
Location20,Location19,9.0
Location20,Location21,107.0
Location20,Location22,141.0
Location20,Location23,98.0
Location20,Location24,108.0
Location20,Location25,127.0
Location20,Location26,144.0
Location20,Location27,102.0
Location20,Location28,62.0
Location20,Location29,42.0
Location20,Location30,34.0
Location20,Location31,71.0
Location20,Location32,124.0
Location20,Location33,153.0
Location20,Location34,104.0
Location20,Location35,145.0
Location20,Location36,99.0
Location20,Location37,166.0
Location20,Location38,84.0
Location20,Location39,72.0
Location21,Location1,108.0
Location21,Location2,134.0
Location21,Location3,190.0
Location21,Location4,173.0
Location21,Location5,210.0
Location21,Location6,133.0
Location21,Location7,180.0
Location21,Location8,167.0
Location21,Location9,99.0
Location21,Location10,93.0
Location21,Location11,113.0
Location21,Location12,66.0
Location21,Location13,85.0
Location21,Location14,60.0
Location21,Location15,96.0
Location21,Location16,96.0
Location21,Location17,95.0
Location21,Location18,127.0
Location21,Location19,134.0
Location21,Location20,130.0
Location21,Location22,46.0
Location21,Location23,63.0
Location21,Location24,116.0
Location21,Location25,135.0
Location21,Location26,162.0
Location21,Location27,147.0
Location21,Location28,166.0
Location21,Location29,146.0
Location21,Location30,138.0
Location21,Location31,175.0
Location21,Location32,221.0
Location21,Location33,257.0
Location21,Location34,208.0
Location21,Location35,249.0
Location21,Location36,201.0
Location21,Location37,120.0
Location21,Location38,86.0
Location21,Location39,174.0
Location22,Location1,127.0
Location22,Location2,153.0
Location22,Location3,209.0
Location22,Location4,192.0
Location22,Location5,229.0
Location22,Location6,152.0
Location22,Location7,199.0
Location22,Location8,186.0
Location22,Location9,118.0
Location22,Location10,112.0
Location22,Location11,132.0
Location22,Location12,85.0
Location22,Location13,104.0
Location22,Location14,79.0
Location22,Location15,115.0
Location22,Location16,115.0
Location22,Location17,114.0
Location22,Location18,146.0
Location22,Location19,153.0
Location22,Location20,149.0
Location22,Location21,19.0
Location22,Location23,17.0
Location22,Location24,70.0
Location22,Location25,89.0
Location22,Location26,116.0
Location22,Location27,101.0
Location22,Location28,135.0
Location22,Location29,148.0
Location22,Location30,157.0
Location22,Location31,137.0
Location22,Location32,175.0
Location22,Location33,219.0
Location22,Location34,183.0
Location22,Location35,211.0
Location22,Location36,220.0
Location22,Location37,85.0
Location22,Location38,105.0
Location22,Location39,193.0
Location23,Location1,153.0
Location23,Location2,179.0
Location23,Location3,235.0
Location23,Location4,218.0
Location23,Location5,255.0
Location23,Location6,178.0
Location23,Location7,225.0
Location23,Location8,212.0
Location23,Location9,144.0
Location23,Location10,138.0
Location23,Location11,158.0
Location23,Location12,111.0
Location23,Location13,130.0
Location23,Location14,105.0
Location23,Location15,141.0
Location23,Location16,141.0
Location23,Location17,140.0
Location23,Location18,172.0
Location23,Location19,179.0
Location23,Location20,175.0
Location23,Location21,45.0
Location23,Location22,57.0
Location23,Location24,53.0
Location23,Location25,72.0
Location23,Location26,99.0
Location23,Location27,84.0
Location23,Location28,118.0
Location23,Location29,131.0
Location23,Location30,183.0
Location23,Location31,120.0
Location23,Location32,158.0
Location23,Location33,202.0
Location23,Location34,166.0
Location23,Location35,194.0
Location23,Location36,241.0
Location23,Location37,68.0
Location23,Location38,131.0
Location23,Location39,214.0
Location24,Location1,179.0
Location24,Location2,165.0
Location24,Location3,199.0
Location24,Location4,204.0
Location24,Location5,219.0
Location24,Location6,243.0
Location24,Location7,290.0
Location24,Location8,277.0
Location24,Location9,209.0
Location24,Location10,203.0
Location24,Location11,223.0
Location24,Location12,176.0
Location24,Location13,195.0
Location24,Location14,165.0
Location24,Location15,206.0
Location24,Location16,206.0
Location24,Location17,192.0
Location24,Location18,199.0
Location24,Location19,192.0
Location24,Location20,183.0
Location24,Location21,110.0
Location24,Location22,112.0
Location24,Location23,82.0
Location24,Location25,19.0
Location24,Location26,46.0
Location24,Location27,31.0
Location24,Location28,65.0
Location24,Location29,78.0
Location24,Location30,149.0
Location24,Location31,67.0
Location24,Location32,105.0
Location24,Location33,149.0
Location24,Location34,113.0
Location24,Location35,141.0
Location24,Location36,188.0
Location24,Location37,95.0
Location24,Location38,196.0
Location24,Location39,161.0
Location25,Location1,212.0
Location25,Location2,205.0
Location25,Location3,239.0
Location25,Location4,244.0
Location25,Location5,259.0
Location25,Location6,237.0
Location25,Location7,284.0
Location25,Location8,271.0
Location25,Location9,203.0
Location25,Location10,197.0
Location25,Location11,217.0
Location25,Location12,170.0
Location25,Location13,189.0
Location25,Location14,146.0
Location25,Location15,200.0
Location25,Location16,200.0
Location25,Location17,199.0
Location25,Location18,231.0
Location25,Location19,232.0
Location25,Location20,223.0
Location25,Location21,104.0
Location25,Location22,93.0
Location25,Location23,63.0
Location25,Location24,40.0
Location25,Location26,67.0
Location25,Location27,71.0
Location25,Location28,105.0
Location25,Location29,118.0
Location25,Location30,189.0
Location25,Location31,107.0
Location25,Location32,117.0
Location25,Location33,167.0
Location25,Location34,153.0
Location25,Location35,181.0
Location25,Location36,228.0
Location25,Location37,76.0
Location25,Location38,190.0
Location25,Location39,201.0
Location26,Location1,184.0
Location26,Location2,170.0
Location26,Location3,204.0
Location26,Location4,209.0
Location26,Location5,224.0
Location26,Location6,248.0
Location26,Location7,295.0
Location26,Location8,282.0
Location26,Location9,214.0
Location26,Location10,208.0
Location26,Location11,228.0
Location26,Location12,181.0
Location26,Location13,200.0
Location26,Location14,175.0
Location26,Location15,211.0
Location26,Location16,211.0
Location26,Location17,197.0
Location26,Location18,204.0
Location26,Location19,197.0
Location26,Location20,188.0
Location26,Location21,115.0
Location26,Location22,150.0
Location26,Location23,106.0
Location26,Location24,72.0
Location26,Location25,57.0
Location26,Location27,36.0
Location26,Location28,70.0
Location26,Location29,83.0
Location26,Location30,154.0
Location26,Location31,72.0
Location26,Location32,59.0
Location26,Location33,109.0
Location26,Location34,118.0
Location26,Location35,146.0
Location26,Location36,193.0
Location26,Location37,133.0
Location26,Location38,201.0
Location26,Location39,166.0
Location27,Location1,148.0
Location27,Location2,134.0
Location27,Location3,168.0
Location27,Location4,173.0
Location27,Location5,188.0
Location27,Location6,212.0
Location27,Location7,259.0
Location27,Location8,246.0
Location27,Location9,178.0
Location27,Location10,172.0
Location27,Location11,192.0
Location27,Location12,145.0
Location27,Location13,164.0
Location27,Location14,139.0
Location27,Location15,175.0
Location27,Location16,175.0
Location27,Location17,161.0
Location27,Location18,168.0
Location27,Location19,161.0
Location27,Location20,152.0
Location27,Location21,79.0
Location27,Location22,125.0
Location27,Location23,70.0
Location27,Location24,36.0
Location27,Location25,55.0
Location27,Location26,82.0
Location27,Location28,34.0
Location27,Location29,47.0
Location27,Location30,118.0
Location27,Location31,36.0
Location27,Location32,89.0
Location27,Location33,118.0
Location27,Location34,82.0
Location27,Location35,110.0
Location27,Location36,157.0
Location27,Location37,131.0
Location27,Location38,165.0
Location27,Location39,130.0
Location28,Location1,153.0
Location28,Location2,146.0
Location28,Location3,180.0
Location28,Location4,185.0
Location28,Location5,200.0
Location28,Location6,178.0
Location28,Location7,225.0
Location28,Location8,212.0
Location28,Location9,144.0
Location28,Location10,138.0
Location28,Location11,158.0
Location28,Location12,111.0
Location28,Location13,130.0
Location28,Location14,105.0
Location28,Location15,141.0
Location28,Location16,141.0
Location28,Location17,140.0
Location28,Location18,172.0
Location28,Location19,173.0
Location28,Location20,164.0
Location28,Location21,45.0
Location28,Location22,91.0
Location28,Location23,36.0
Location28,Location24,46.0
Location28,Location25,65.0
Location28,Location26,92.0
Location28,Location27,77.0
Location28,Location29,59.0
Location28,Location30,130.0
Location28,Location31,48.0
Location28,Location32,101.0
Location28,Location33,130.0
Location28,Location34,94.0
Location28,Location35,122.0
Location28,Location36,169.0
Location28,Location37,104.0
Location28,Location38,131.0
Location28,Location39,142.0
Location29,Location1,173.0
Location29,Location2,166.0
Location29,Location3,200.0
Location29,Location4,205.0
Location29,Location5,220.0
Location29,Location6,198.0
Location29,Location7,245.0
Location29,Location8,232.0
Location29,Location9,164.0
Location29,Location10,158.0
Location29,Location11,178.0
Location29,Location12,131.0
Location29,Location13,150.0
Location29,Location14,125.0
Location29,Location15,161.0
Location29,Location16,161.0
Location29,Location17,160.0
Location29,Location18,192.0
Location29,Location19,193.0
Location29,Location20,184.0
Location29,Location21,65.0
Location29,Location22,111.0
Location29,Location23,56.0
Location29,Location24,66.0
Location29,Location25,85.0
Location29,Location26,112.0
Location29,Location27,97.0
Location29,Location28,20.0
Location29,Location30,150.0
Location29,Location31,68.0
Location29,Location32,121.0
Location29,Location33,150.0
Location29,Location34,114.0
Location29,Location35,142.0
Location29,Location36,189.0
Location29,Location37,124.0
Location29,Location38,151.0
Location29,Location39,162.0
Location30,Location1,30.0
Location30,Location2,16.0
Location30,Location3,72.0
Location30,Location4,55.0
Location30,Location5,92.0
Location30,Location6,125.0
Location30,Location7,172.0
Location30,Location8,156.0
Location30,Location9,105.0
Location30,Location10,99.0
Location30,Location11,147.0
Location30,Location12,72.0
Location30,Location13,119.0
Location30,Location14,133.0
Location30,Location15,68.0
Location30,Location16,70.0
Location30,Location17,43.0
Location30,Location18,50.0
Location30,Location19,43.0
Location30,Location20,34.0
Location30,Location21,73.0
Location30,Location22,119.0
Location30,Location23,64.0
Location30,Location24,74.0
Location30,Location25,93.0
Location30,Location26,110.0
Location30,Location27,68.0
Location30,Location28,28.0
Location30,Location29,8.0
Location30,Location31,37.0
Location30,Location32,90.0
Location30,Location33,119.0
Location30,Location34,70.0
Location30,Location35,111.0
Location30,Location36,83.0
Location30,Location37,132.0
Location30,Location38,92.0
Location30,Location39,56.0
Location31,Location1,112.0
Location31,Location2,98.0
Location31,Location3,132.0
Location31,Location4,137.0
Location31,Location5,152.0
Location31,Location6,185.0
Location31,Location7,232.0
Location31,Location8,216.0
Location31,Location9,187.0
Location31,Location10,181.0
Location31,Location11,223.0
Location31,Location12,154.0
Location31,Location13,195.0
Location31,Location14,170.0
Location31,Location15,150.0
Location31,Location16,152.0
Location31,Location17,125.0
Location31,Location18,132.0
Location31,Location19,125.0
Location31,Location20,116.0
Location31,Location21,110.0
Location31,Location22,156.0
Location31,Location23,101.0
Location31,Location24,67.0
Location31,Location25,86.0
