From,To,Distance
Location7,Location34,136.0
Location7,Location35,116.0
Location7,Location36,150.0
Location7,Location37,147.0
Location7,Location38,76.0
Location7,Location39,148.0
Location7,Location40,147.0
Location7,Location41,180.0
Location7,Location42,111.0
Location8,Location1,37.0
Location8,Location2,32.0
Location8,Location3,65.0
Location8,Location4,54.0
Location8,Location5,58.0
Location8,Location6,55.0
Location8,Location7,45.0
Location8,Location9,124.0
Location8,Location10,149.0
Location8,Location11,118.0
Location8,Location12,126.0
Location8,Location13,113.0
Location8,Location14,80.0
Location8,Location15,42.0
Location8,Location16,42.0
Location8,Location17,49.0
Location8,Location18,40.0
Location8,Location19,87.0
Location8,Location20,60.0
Location8,Location21,94.0
Location8,Location22,195.0
Location8,Location23,158.0
Location8,Location24,163.0
Location8,Location25,242.0
Location8,Location26,135.0
Location8,Location27,65.0
Location8,Location28,63.0
Location8,Location29,79.0
Location8,Location30,106.0
Location8,Location31,101.0
Location8,Location32,50.0
Location8,Location33,66.0
Location8,Location34,118.0
Location8,Location35,104.0
Location8,Location36,109.0
Location8,Location37,103.0
Location8,Location38,36.0
Location8,Location39,160.0
Location8,Location40,178.0
Location8,Location41,218.0
Location8,Location42,153.0
Location9,Location1,92.0
Location9,Location2,93.0
Location9,Location3,62.0
Location9,Location4,70.0
Location9,Location5,67.0
Location9,Location6,96.0
Location9,Location7,85.0
Location9,Location8,124.0
Location9,Location10,28.0
Location9,Location11,29.0
Location9,Location12,68.0
Location9,Location13,63.0
Location9,Location14,122.0
Location9,Location15,148.0
Location9,Location16,155.0
Location9,Location17,156.0
Location9,Location18,159.0
Location9,Location19,67.0
Location9,Location20,129.0
Location9,Location21,148.0
Location9,Location22,78.0
Location9,Location23,80.0
Location9,Location24,39.0
Location9,Location25,129.0
Location9,Location26,46.0
Location9,Location27,82.0
Location9,Location28,65.0
Location9,Location29,55.0
Location9,Location30,40.0
Location9,Location31,61.0
Location9,Location32,157.0
Location9,Location33,97.0
Location9,Location34,159.0
Location9,Location35,135.0
Location9,Location36,212.0
Location9,Location37,221.0
Location9,Location38,159.0
Location9,Location39,110.0
Location9,Location40,72.0
Location9,Location41,95.0
Location9,Location42,35.0
Location10,Location1,114.0
Location10,Location2,117.0
Location10,Location3,84.0
Location10,Location4,94.0
Location10,Location5,92.0
Location10,Location6,123.0
Location10,Location7,111.0
Location10,Location8,149.0
Location10,Location9,28.0
Location10,Location11,54.0
Location10,Location12,91.0
Location10,Location13,88.0
Location10,Location14,150.0
Location10,Location15,174.0
Location10,Location16,181.0
Location10,Location17,182.0
Location10,Location18,181.0
Location10,Location19,95.0
Location10,Location20,157.0
Location10,Location21,159.0
Location10,Location22,50.0
Location10,Location23,65.0
Location10,Location24,27.0
Location10,Location25,102.0
Location10,Location26,65.0
Location10,Location27,110.0
Location10,Location28,87.0
Location10,Location29,73.0
Location10,Location30,50.0
Location10,Location31,68.0
Location10,Location32,176.0
Location10,Location33,112.0
Location10,Location34,166.0
Location10,Location35,142.0
Location10,Location36,229.0
Location10,Location37,241.0
Location10,Location38,184.0
Location10,Location39,99.0
Location10,Location40,46.0
Location10,Location41,69.0
Location10,Location42,38.0
Location11,Location1,92.0
Location11,Location2,88.0
Location11,Location3,64.0
Location11,Location4,69.0
Location11,Location5,61.0
Location11,Location6,78.0
Location11,Location7,75.0
Location11,Location8,118.0
Location11,Location9,29.0
Location11,Location10,54.0
Location11,Location12,39.0
Location11,Location13,34.0
Location11,Location14,99.0
Location11,Location15,134.0
Location11,Location16,142.0
Location11,Location17,141.0
Location11,Location18,157.0
Location11,Location19,44.0
Location11,Location20,110.0
Location11,Location21,161.0
Location11,Location22,103.0
Location11,Location23,109.0
Location11,Location24,52.0
Location11,Location25,154.0
Location11,Location26,22.0
Location11,Location27,63.0
Location11,Location28,68.0
Location11,Location29,66.0
Location11,Location30,61.0
Location11,Location31,81.0
Location11,Location32,158.0
Location11,Location33,107.0
Location11,Location34,175.0
Location11,Location35,151.0
Location11,Location36,216.0
Location11,Location37,219.0
Location11,Location38,150.0
Location11,Location39,137.0
Location11,Location40,100.0
Location11,Location41,115.0
Location11,Location42,37.0
Location12,Location1,110.0
Location12,Location2,100.0
Location12,Location3,89.0
Location12,Location4,89.0
Location12,Location5,78.0
Location12,Location6,75.0
Location12,Location7,82.0
Location12,Location8,126.0
Location12,Location9,68.0
Location12,Location10,91.0
Location12,Location11,39.0
Location12,Location13,14.0
Location12,Location14,80.0
Location12,Location15,129.0
Location12,Location16,139.0
Location12,Location17,135.0
Location12,Location18,167.0
Location12,Location19,39.0
Location12,Location20,98.0
Location12,Location21,187.0
Location12,Location22,136.0
Location12,Location23,148.0
Location12,Location24,81.0
Location12,Location25,186.0
Location12,Location26,28.0
Location12,Location27,61.0
Location12,Location28,92.0
Location12,Location29,97.0
Location12,Location30,98.0
Location12,Location31,117.0
Location12,Location32,173.0
Location12,Location33,134.0
Location12,Location34,204.0
Location12,Location35,181.0
Location12,Location36,232.0
Location12,Location37,229.0
Location12,Location38,153.0
Location12,Location39,176.0
Location12,Location40,137.0
Location12,Location41,143.0
Location12,Location42,62.0
Location13,Location1,96.0
Location13,Location2,87.0
Location13,Location3,76.0
Location13,Location4,75.0
Location13,Location5,65.0
Location13,Location6,62.0
Location13,Location7,69.0
Location13,Location8,113.0
Location13,Location9,63.0
Location13,Location10,88.0
Location13,Location11,34.0
Location13,Location12,14.0
Location13,Location14,72.0
Location13,Location15,117.0
Location13,Location16,128.0
Location13,Location17,124.0
Location13,Location18,153.0
Location13,Location19,26.0
Location13,Location20,88.0
Location13,Location21,174.0
Location13,Location22,136.0
Location13,Location23,142.0
Location13,Location24,82.0
Location13,Location25,187.0
Location13,Location26,32.0
Location13,Location27,48.0
Location13,Location28,79.0
Location13,Location29,85.0
Location13,Location30,89.0
Location13,Location31,106.0
Location13,Location32,159.0
Location13,Location33,121.0
Location13,Location34,191.0
Location13,Location35,168.0
Location13,Location36,219.0
Location13,Location37,216.0
Location13,Location38,140.0
Location13,Location39,168.0
Location13,Location40,134.0
Location13,Location41,145.0
Location13,Location42,64.0
Location14,Location1,90.0
Location14,Location2,75.0
Location14,Location3,93.0
Location14,Location4,84.0
Location14,Location5,76.0
Location14,Location6,36.0
Location14,Location7,60.0
Location14,Location8,80.0
Location14,Location9,122.0
Location14,Location10,150.0
Location14,Location11,99.0
Location14,Location12,80.0
Location14,Location13,72.0
Location14,Location15,59.0
Location14,Location16,71.0
Location14,Location17,63.0
Location14,Location18,116.0
Location14,Location19,56.0
Location14,Location20,25.0
Location14,Location21,170.0
Location14,Location22,201.0
Location14,Location23,189.0
Location14,Location24,151.0
Location14,Location25,252.0
Location14,Location26,104.0
Location14,Location27,44.0
Location14,Location28,95.0
Location14,Location29,111.0
Location14,Location30,130.0
Location14,Location31,138.0
Location14,Location32,130.0
Location14,Location33,127.0
Location14,Location34,192.0
Location14,Location35,174.0
Location14,Location36,186.0
Location14,Location37,172.0
Location14,Location38,90.0
Location14,Location39,205.0
Location14,Location40,193.0
Location14,Location41,214.0
Location14,Location42,135.0
Location15,Location1,74.0
Location15,Location2,63.0
Location15,Location3,95.0
Location15,Location4,84.0
Location15,Location5,83.0
Location15,Location6,56.0
Location15,Location7,63.0
Location15,Location8,42.0
Location15,Location9,148.0
Location15,Location10,174.0
Location15,Location11,134.0
Location15,Location12,129.0
Location15,Location13,117.0
Location15,Location14,59.0
Location15,Location16,11.0
Location15,Location17,8.0
Location15,Location18,63.0
Location15,Location19,93.0
Location15,Location20,35.0
Location15,Location21,135.0
Location15,Location22,223.0
Location15,Location23,195.0
Location15,Location24,184.0
Location15,Location25,273.0
Location15,Location26,146.0
Location15,Location27,71.0
Location15,Location28,95.0
Location15,Location29,113.0
Location15,Location30,138.0
Location15,Location31,138.0
Location15,Location32,81.0
Location15,Location33,107.0
Location15,Location34,159.0
Location15,Location35,146.0
Location15,Location36,132.0
Location15,Location37,113.0
Location15,Location38,32.0
Location15,Location39,200.0
Location15,Location40,209.0
Location15,Location41,243.0
Location15,Location42,171.0
Location16,Location1,76.0
Location16,Location2,67.0
Location16,Location3,100.0
Location16,Location4,89.0
Location16,Location5,89.0
Location16,Location6,66.0
Location16,Location7,70.0
Location16,Location8,42.0
Location16,Location9,155.0
Location16,Location10,181.0
Location16,Location11,142.0
Location16,Location12,139.0
Location16,Location13,128.0
Location16,Location14,71.0
Location16,Location15,11.0
Location16,Location17,11.0
Location16,Location18,54.0
Location16,Location19,103.0
Location16,Location20,46.0
Location16,Location21,130.0
Location16,Location22,230.0
Location16,Location23,198.0
Location16,Location24,192.0
Location16,Location25,279.0
Location16,Location26,155.0
Location16,Location27,80.0
Location16,Location28,99.0
Location16,Location29,117.0
Location16,Location30,143.0
Location16,Location31,141.0
Location16,Location32,74.0
Location16,Location33,107.0
Location16,Location34,155.0
Location16,Location35,143.0
Location16,Location36,122.0
Location16,Location37,102.0
Location16,Location38,22.0
Location16,Location39,202.0
Location16,Location40,215.0
Location16,Location41,250.0
Location16,Location42,179.0
Location17,Location1,82.0
Location17,Location2,71.0
Location17,Location3,104.0
Location17,Location4,92.0
Location17,Location5,91.0
Location17,Location6,63.0
Location17,Location7,71.0
Location17,Location8,49.0
Location17,Location9,156.0
Location17,Location10,182.0
Location17,Location11,141.0
Location17,Location12,135.0
Location17,Location13,124.0
Location17,Location14,63.0
Location17,Location15,8.0
Location17,Location16,11.0
Location17,Location18,65.0
Location17,Location19,100.0
Location17,Location20,39.0
Location17,Location21,140.0
Location17,Location22,232.0
Location17,Location23,203.0
Location17,Location24,192.0
Location17,Location25,281.0
Location17,Location26,153.0
Location17,Location27,78.0
Location17,Location28,103.0
Location17,Location29,121.0
Location17,Location30,147.0
Location17,Location31,146.0
Location17,Location32,85.0
Location17,Location33,115.0
Location17,Location34,164.0
Location17,Location35,152.0
Location17,Location36,133.0
Location17,Location37,112.0
Location17,Location38,33.0
Location17,Location39,208.0
Location17,Location40,218.0
Location17,Location41,251.0
Location17,Location42,178.0
Location18,Location1,67.0
Location18,Location2,69.0
Location18,Location3,98.0
Location18,Location4,89.0
Location18,Location5,95.0
Location18,Location6,95.0
Location18,Location7,85.0
Location18,Location8,40.0
Location18,Location9,159.0
Location18,Location10,181.0
Location18,Location11,157.0
Location18,Location12,167.0
Location18,Location13,153.0
Location18,Location14,116.0
Location18,Location15,63.0
Location18,Location16,54.0
Location18,Location17,65.0
Location18,Location19,127.0
Location18,Location20,92.0
Location18,Location21,83.0
Location18,Location22,224.0
Location18,Location23,180.0
Location18,Location24,199.0
Location18,Location25,269.0
Location18,Location26,175.0
Location18,Location27,106.0
Location18,Location28,95.0
Location18,Location29,109.0
Location18,Location30,135.0
Location18,Location31,125.0
Location18,Location32,21.0
Location18,Location33,80.0
Location18,Location34,107.0
Location18,Location35,100.0
Location18,Location36,71.0
Location18,Location37,63.0
Location18,Location38,33.0
Location18,Location39,173.0
Location18,Location40,205.0
Location18,Location41,249.0
Location18,Location42,191.0
Location19,Location1,72.0
Location19,Location2,62.0
Location19,Location3,57.0
Location19,Location4,54.0
Location19,Location5,43.0
Location19,Location6,37.0
Location19,Location7,44.0
Location19,Location8,87.0
Location19,Location9,67.0
Location19,Location10,95.0
Location19,Location11,44.0
Location19,Location12,39.0
Location19,Location13,26.0
Location19,Location14,56.0
Location19,Location15,93.0
Location19,Location16,103.0
Location19,Location17,100.0
Location19,Location18,127.0
Location19,Location20,67.0
Location19,Location21,153.0
Location19,Location22,145.0
Location19,Location23,139.0
Location19,Location24,96.0
Location19,Location25,196.0
Location19,Location26,53.0
Location19,Location27,23.0
Location19,Location28,60.0
Location19,Location29,70.0
Location19,Location30,81.0
Location19,Location31,95.0
Location19,Location32,134.0
Location19,Location33,101.0
Location19,Location34,172.0
Location19,Location35,149.0
Location19,Location36,194.0
Location19,Location37,190.0
Location19,Location38,115.0
Location19,Location39,160.0
Location19,Location40,138.0
Location19,Location41,159.0
Location19,Location42,80.0
Location20,Location1,78.0
Location20,Location2,63.0
Location20,Location3,88.0
Location20,Location4,78.0
Location20,Location5,72.0
Location20,Location6,34.0
Location20,Location7,52.0
Location20,Location8,60.0
Location20,Location9,129.0
Location20,Location10,157.0
Location20,Location11,110.0
Location20,Location12,98.0
Location20,Location13,88.0
Location20,Location14,25.0
Location20,Location15,35.0
Location20,Location16,46.0
Location20,Location17,39.0
Location20,Location18,92.0
Location20,Location19,67.0
Location20,Location21,152.0
Location20,Location22,207.0
Location20,Location23,188.0
Location20,Location24,162.0
Location20,Location25,258.0
Location20,Location26,119.0
Location20,Location27,48.0
Location20,Location28,89.0
Location20,Location29,107.0
Location20,Location30,129.0
Location20,Location31,134.0
Location20,Location32,108.0
Location20,Location33,114.0
Location20,Location34,176.0
Location20,Location35,159.0
Location20,Location36,163.0
Location20,Location37,147.0
Location20,Location38,66.0
Location20,Location39,200.0
Location20,Location40,197.0
Location20,Location41,224.0
Location20,Location42,147.0
Location21,Location1,82.0
Location21,Location2,96.0
Location21,Location3,99.0
Location21,Location4,99.0
Location21,Location5,110.0
Location21,Location6,137.0
Location21,Location7,115.0
Location21,Location8,94.0
Location21,Location9,148.0
Location21,Location10,159.0
Location21,Location11,161.0
Location21,Location12,187.0
Location21,Location13,174.0
Location21,Location14,170.0
Location21,Location15,135.0
Location21,Location16,130.0
Location21,Location17,140.0
Location21,Location18,83.0
Location21,Location19,153.0
Location21,Location20,152.0
Location21,Location22,188.0
Location21,Location23,128.0
Location21,Location24,184.0
Location21,Location25,222.0
Location21,Location26,183.0
Location21,Location27,139.0
Location21,Location28,95.0
Location21,Location29,95.0
Location21,Location30,110.0
Location21,Location31,91.0
Location21,Location32,62.0
Location21,Location33,54.0
Location21,Location34,24.0
Location21,Location35,23.0
Location21,Location36,81.0
Location21,Location37,110.0
Location21,Location38,113.0
Location21,Location39,108.0
Location21,Location40,164.0
Location21,Location41,217.0
Location21,Location42,184.0
Location22,Location1,159.0
Location22,Location2,164.0
Location22,Location3,130.0
Location22,Location4,141.0
Location22,Location5,141.0
Location22,Location6,174.0
Location22,Location7,161.0
Location22,Location8,195.0
Location22,Location9,78.0
Location22,Location10,50.0
Location22,Location11,103.0
Location22,Location12,136.0
Location22,Location13,136.0
Location22,Location14,201.0
Location22,Location15,223.0
Location22,Location16,230.0
Location22,Location17,232.0
Location22,Location18,224.0
Location22,Location19,145.0
Location22,Location20,207.0
Location22,Location21,188.0
Location22,Location23,65.0
Location22,Location24,57.0
Location22,Location25,51.0
Location22,Location26,109.0
Location22,Location27,160.0
Location22,Location28,132.0
Location22,Location29,116.0
Location22,Location30,90.0
Location22,Location31,102.0
Location22,Location32,217.0
Location22,Location33,148.0
Location22,Location34,188.0
Location22,Location35,168.0
Location22,Location36,264.0
Location22,Location37,281.0
Location22,Location38,231.0
Location22,Location39,100.0
Location22,Location40,26.0
Location22,Location41,30.0
Location22,Location42,75.0
Location23,Location1,122.0
Location23,Location2,132.0
Location23,Location3,100.0
Location23,Location4,111.0
Location23,Location5,116.0
Location23,Location6,156.0
Location23,Location7,136.0
Location23,Location8,158.0
Location23,Location9,80.0
Location23,Location10,65.0
Location23,Location11,109.0
Location23,Location12,148.0
Location23,Location13,142.0
Location23,Location14,189.0
Location23,Location15,195.0
Location23,Location16,198.0
Location23,Location17,203.0
Location23,Location18,180.0
Location23,Location19,139.0
Location23,Location20,188.0
Location23,Location21,128.0
Location23,Location22,65.0
Location23,Location24,91.0
Location23,Location25,94.0
Location23,Location26,126.0
Location23,Location27,145.0
Location23,Location28,100.0
Location23,Location29,82.0
Location23,Location30,60.0
Location23,Location31,57.0
Location23,Location32,167.0
Location23,Location33,99.0
Location23,Location34,126.0
Location23,Location35,106.0
Location23,Location36,208.0
Location23,Location37,230.0
Location23,Location38,194.0
Location23,Location39,36.0
Location23,Location40,39.0
Location23,Location41,94.0
Location23,Location42,103.0
Location24,Location1,131.0
Location24,Location2,131.0
Location24,Location3,101.0
Location24,Location4,109.0
Location24,Location5,105.0
Location24,Location6,129.0
Location24,Location7,122.0
Location24,Location8,163.0
Location24,Location9,39.0
Location24,Location10,27.0
Location24,Location11,52.0
Location24,Location12,81.0
Location24,Location13,82.0
Location24,Location14,151.0
Location24,Location15,184.0
Location24,Location16,192.0
Location24,Location17,192.0
Location24,Location18,199.0
Location24,Location19,96.0
Location24,Location20,162.0
Location24,Location21,184.0
Location24,Location22,57.0
Location24,Location23,91.0
Location24,Location25,106.0
Location24,Location26,53.0
Location24,Location27,115.0
Location24,Location28,104.0
Location24,Location29,94.0
Location24,Location30,74.0
Location24,Location31,94.0
Location24,Location32,196.0
Location24,Location33,134.0
Location24,Location34,192.0
Location24,Location35,168.0
Location24,Location36,251.0
Location24,Location37,260.0
Location24,Location38,197.0
Location24,Location39,126.0
Location24,Location40,64.0
Location24,Location41,64.0
Location24,Location42,19.0
Location25,Location1,206.0
Location25,Location2,212.0
Location25,Location3,179.0
Location25,Location4,190.0
Location25,Location5,190.0
Location25,Location6,224.0
Location25,Location7,210.0
Location25,Location8,242.0
Location25,Location9,129.0
Location25,Location10,102.0
Location25,Location11,154.0
Location25,Location12,186.0
Location25,Location13,187.0
Location25,Location14,252.0
Location25,Location15,273.0
Location25,Location16,279.0
Location25,Location17,281.0
Location25,Location18,269.0
Location25,Location19,196.0
Location25,Location20,258.0
Location25,Location21,222.0
Location25,Location22,51.0
Location25,Location23,94.0
Location25,Location24,106.0
Location25,Location26,158.0
Location25,Location27,211.0
Location25,Location28,180.0
Location25,Location29,163.0
Location25,Location30,136.0
Location25,Location31,145.0
Location25,Location32,259.0
Location25,Location33,190.0
Location25,Location34,218.0
Location25,Location35,200.0
Location25,Location36,302.0
Location25,Location37,323.0
Location25,Location38,278.0
Location25,Location39,120.0
Location25,Location40,65.0
Location25,Location41,49.0
Location25,Location42,124.0
Location26,Location1,112.0
Location26,Location2,106.0
Location26,Location3,86.0
Location26,Location4,89.0
Location26,Location5,81.0
Location26,Location6,90.0
Location26,Location7,91.0
Location26,Location8,135.0
Location26,Location9,46.0
Location26,Location10,65.0
Location26,Location11,22.0
Location26,Location12,28.0
Location26,Location13,32.0
Location26,Location14,104.0
Location26,Location15,146.0
Location26,Location16,155.0
Location26,Location17,153.0
Location26,Location18,175.0
Location26,Location19,53.0
Location26,Location20,119.0
Location26,Location21,183.0
Location26,Location22,109.0
Location26,Location23,126.0
Location26,Location24,53.0
Location26,Location25,158.0
Location26,Location27,75.0
Location26,Location28,89.0
Location26,Location29,88.0
Location26,Location30,83.0
Location26,Location31,103.0
Location26,Location32,178.0
Location26,Location33,129.0
Location26,Location34,197.0
Location26,Location35,173.0
Location26,Location36,236.0
Location26,Location37,238.0
Location26,Location38,166.0
Location26,Location39,156.0
Location26,Location40,111.0
Location26,Location41,115.0
Location26,Location42,34.0
Location27,Location1,57.0
Location27,Location2,44.0
Location27,Location3,51.0
Location27,Location4,44.0
Location27,Location5,34.0
Location27,Location6,15.0
Location27,Location7,25.0
Location27,Location8,65.0
Location27,Location9,82.0
Location27,Location10,110.0
Location27,Location11,63.0
Location27,Location12,61.0
Location27,Location13,48.0
Location27,Location14,44.0
Location27,Location15,71.0
Location27,Location16,80.0
Location27,Location17,78.0
Location27,Location18,106.0
Location27,Location19,23.0
Location27,Location20,48.0
Location27,Location21,139.0
Location27,Location22,160.0
Location27,Location23,145.0
Location27,Location24,115.0
Location27,Location25,211.0
Location27,Location26,75.0
Location27,Location28,53.0
Location27,Location29,68.0
Location27,Location30,86.0
Location27,Location31,95.0
Location27,Location32,114.0
Location27,Location33,90.0
Location27,Location34,160.0
Location27,Location35,139.0
Location27,Location36,173.0
Location27,Location37,168.0
Location27,Location38,92.0
Location27,Location39,162.0
Location27,Location40,150.0
Location27,Location41,176.0
Location27,Location42,101.0
Location28,Location1,28.0
Location28,Location2,33.0
Location28,Location3,4.0
Location28,Location4,11.0
Location28,Location5,19.0
Location28,Location6,59.0
Location28,Location7,37.0
Location28,Location8,63.0
Location28,Location9,65.0
Location28,Location10,87.0
Location28,Location11,68.0
Location28,Location12,92.0
Location28,Location13,79.0
Location28,Location14,95.0
Location28,Location15,95.0
Location28,Location16,99.0
Location28,Location17,103.0
Location28,Location18,95.0
Location28,Location19,60.0
Location28,Location20,89.0
Location28,Location21,95.0
Location28,Location22,132.0
Location28,Location23,100.0
Location28,Location24,104.0
Location28,Location25,180.0
Location28,Location26,89.0
Location28,Location27,53.0
Location28,Location29,18.0
Location28,Location30,44.0
Location28,Location31,45.0
Location28,Location32,92.0
Location28,Location33,42.0
Location28,Location34,112.0
Location28,Location35,89.0
Location28,Location36,149.0
Location28,Location37,156.0
Location28,Location38,99.0
Location28,Location39,111.0
Location28,Location40,116.0
Location28,Location41,155.0
Location28,Location42,97.0
Location29,Location1,43.0
Location29,Location2,51.0
Location29,Location3,18.0
Location29,Location4,29.0
Location29,Location5,35.0
Location29,Location6,75.0
Location29,Location7,54.0
Location29,Location8,79.0
Location29,Location9,55.0
Location29,Location10,73.0
Location29,Location11,66.0
Location29,Location12,97.0
Location29,Location13,85.0
Location29,Location14,111.0
Location29,Location15,113.0
Location29,Location16,117.0
Location29,Location17,121.0
